index_code,date,open,close,low,high,volume,money,change
sz399005,2015-12-11,8095.08,8082.69,8046.48,8155.48,17487118.0,40400850000.0,-0.00636672534692
sz399005,2015-12-10,8109.23,8134.48,8101.21,8216.61,21596890.0,49659270000.0,0.00230662316283
sz399005,2015-12-09,8093.03,8115.76,8050.63,8171.52,19341665.0,42254880000.0,-0.00287866483028
sz399005,2015-12-08,8278.79,8139.19,8125.55,8278.79,20671295.0,45431370000.0,-0.0213661597063
sz399005,2015-12-07,8242.27,8316.89,8176.72,8335.69,19637622.0,42884460000.0,0.00991838702352
sz399005,2015-12-04,8298.07,8235.21,8177.03,8341.48,20097937.0,43500310000.0,-0.0133491001758
sz399005,2015-12-03,8190.47,8346.63,8190.47,8346.63,21398343.0,46211500000.0,0.0199153189591
sz399005,2015-12-02,8146.64,8183.65,7918.33,8183.65,23048728.0,47763010000.0,0.00252356655907
sz399005,2015-12-01,8147.43,8163.05,8068.53,8240.41,24178560.0,51855660000.0,0.0
sz399005,2015-11-30,8109.26,8163.05,7744.35,8210.36,29160009.0,63274060000.0,0.00822582736879
sz399005,2015-11-27,8605.61,8096.45,8033.21,8637.34,34791737.0,76391160000.0,-0.0645414358768
sz399005,2015-11-26,8801.56,8655.06,8641.78,8814.77,31695725.0,74705420000.0,-0.0113146853307
sz399005,2015-11-25,8617.5,8754.11,8597.96,8765.41,29413667.0,67745610000.0,0.0162984169441
sz399005,2015-11-24,8522.16,8613.72,8427.46,8613.72,23727428.0,54855350000.0,0.00951653204446
sz399005,2015-11-23,8564.88,8532.52,8495.23,8658.32,29011875.0,67064490000.0,-0.00558247731463
sz399005,2015-11-20,8553.63,8580.42,8490.38,8629.18,32963121.0,75668570000.0,0.00720149030352
sz399005,2015-11-19,8295.79,8519.07,8295.79,8519.07,26307622.0,59729570000.0,0.0305285059334
sz399005,2015-11-18,8443.96,8266.7,8247.31,8481.29,29805501.0,65438410000.0,-0.0214050987746
sz399005,2015-11-17,8594.68,8447.52,8418.72,8667.54,37416824.0,86272370000.0,-0.00772207121596
sz399005,2015-11-16,8213.56,8513.26,8202.47,8513.26,26111458.0,60138830000.0,0.0200859611557
sz399005,2015-11-13,8441.79,8345.63,8266.41,8469.47,31523656.0,69184250000.0,-0.0220866357633
sz399005,2015-11-12,8612.82,8534.12,8413.04,8627.22,38107532.0,85661170000.0,-0.00239053511749
sz399005,2015-11-11,8457.19,8554.57,8375.42,8564.56,33845159.0,73087890000.0,0.0131101023583
sz399005,2015-11-10,8364.1,8443.87,8318.45,8508.31,38080375.0,81857720000.0,0.00442625251884
sz399005,2015-11-09,8227.92,8406.66,8173.93,8456.21,41773383.0,90577820000.0,0.0170782166838
sz399005,2015-11-06,8065.07,8265.5,8065.07,8276.94,3454569205.0,73955646137.0,0.0289595198128
sz399005,2015-11-05,8057.46,8032.87,7965.75,8159.8,3877596060.0,79364896435.0,-0.000806656953613
sz399005,2015-11-04,7672.14,8039.35,7672.14,8039.35,3273957677.0,67382902224.0,0.0535565637663
sz399005,2015-11-03,7677.61,7630.68,7562.59,7726.06,2081392649.0,42708283144.0,-0.00213443124508
