index_code,date,open,close,low,high,volume,money,change
sz399001,2015-12-11,12120.59,12134.02,12051.44,12228.29,204665890.0,3.8781341e+11,-0.00385927955189
sz399001,2015-12-10,12180.77,12181.03,12158.65,12318.04,228638942.0,4.4924028e+11,9.8523542611e-05
sz399001,2015-12-09,12112.2,12179.83,12091.76,12257.58,232964394.0,4.5038231e+11,0.00122154020931
sz399001,2015-12-08,12371.11,12164.97,12151.15,12371.11,261043071.0,4.9075014e+11,-0.0223482184834
sz399001,2015-12-07,12351.41,12443.05,12262.13,12467.85,247670389.0,4.7048631e+11,0.00923581292511
sz399001,2015-12-04,12384.5,12329.18,12268.49,12474.46,268070340.0,5.0315915e+11,-0.00949597425322
sz399001,2015-12-03,12205.44,12447.38,12205.44,12447.38,249532940.0,4.5659493e+11,0.0214265726921
sz399001,2015-12-02,12068.98,12186.27,11830.99,12188.01,263999913.0,4.6925737e+11,0.00869948854291
sz399001,2015-12-01,12022.83,12081.17,11938.63,12206.17,270222227.0,5.1256354e+11,0.00359781555858
sz399001,2015-11-30,11991.7,12037.86,11455.5,12121.22,325215288.0,5.9662827e+11,0.00636698796994
sz399001,2015-11-27,12697.51,11961.7,11880.32,12733.45,371475176.0,6.7845192e+11,-0.0631133738007
sz399001,2015-11-26,12952.0,12767.5,12747.89,12970.47,349661625.0,6.8014507e+11,-0.00975162934346
sz399001,2015-11-25,12696.13,12893.23,12666.19,12904.79,325415891.0,6.3910136e+11,0.0156260092667
sz399001,2015-11-24,12580.72,12694.86,12438.92,12694.86,283930675.0,5.3080793e+11,0.00859399889884
sz399001,2015-11-23,12699.15,12586.69,12539.98,12806.32,362385503.0,6.588598e+11,-0.00908043832364
sz399001,2015-11-20,12650.25,12702.03,12565.8,12766.26,364726731.0,6.6559531e+11,0.00731095715727
sz399001,2015-11-19,12326.16,12609.84,12309.79,12609.84,294467430.0,5.3137505e+11,0.0265456179541
sz399001,2015-11-18,12516.14,12283.76,12257.04,12580.91,306149511.0,5.5077544e+11,-0.0182055925969
sz399001,2015-11-17,12744.79,12511.54,12478.97,12827.2,403496948.0,7.5083123e+11,-0.00862414602413
